-219,20.003,0.7005,607.03,13.65,334.82,1.08,1
-217,20.003,0.7017,607.37,13.65,334.51,1.08,1
-200,20.003,0.7011,607.1,13.66,334.49,1.08,1
-192,20.005,0.7006,607.38,13.66,334.3,1.08,1
-178,20.006,0.7,607.58,13.65,334.8,1.08,1
-148,20.007,0.702,607.25,13.66,334.53,1.08,1
-147,20.003,0.7009,607.14,13.66,334.73,1.08,1
-130,20,0.7017,607.2,13.66,335.09,1.08,1
-129,20.002,0.7,607.13,13.65,334.77,1.08,1
-123,20.002,0.7,607.44,13.66,334.46,1.08,1
-114,20.007,0.7013,607.71,13.66,334.5,1.08,1
-110,20.002,0.7,606.89,13.66,334.72,1.08,1
-104,20.007,0.7018,607.4,13.66,335.16,1.07,1
-159,20.002,0.7,606.99,13.65,335.07,1.08,1
-147,20.005,0.7,607.34,13.65,335.09,1.08,1
-146,20.004,0.7003,607.36,13.65,334.92,1.08,1
-134,20.008,0.7004,606.79,13.65,335.08,1.08,1
-125,19.999,0.7013,607.53,13.65,335.26,1.08,1
-120,20.004,0.7,607.14,13.66,334.67,1.08,1
-113,20.002,0.7,606.87,13.65,334.6,1.08,1
-108,20.006,0.7,606.63,13.65,334.94,1.08,1
-90,20.005,0.7,607.19,13.65,335.36,1.08,1
-84,20.004,0.7017,607.29,13.65,334.82,1.08,1
-79,20.006,0.7002,607.27,13.65,335.41,1.08,1
-56,20.004,0.7,607.66,13.66,334.63,1.08,1
-53,19.998,0.7,608.06,13.66,334.44,1.07,1
-149,20,0.7013,607.76,13.65,334.39,1.08,1
-148,20.007,0.7012,607.88,13.66,334.46,1.08,1
-146,19.998,0.7,607.72,13.66,334.63,1.08,1
-140,20.002,0.7,608.29,13.66,334.62,1.07,1
-135,20.003,0.7009,607.67,13.65,334.88,1.08,1
-133,20,0.7008,607.38,13.66,334.85,1.08,1
-129,20.003,0.702,607.65,13.66,334.73,1.07,1
-116,20,0.7014,607.02,13.65,333.84,1.08,1
-115,20.004,0.7,607.8,13.65,334.42,1.08,1
-114,20.007,0.7007,608.07,13.66,334.58,1.08,1
-110,20.007,0.7016,607.45,13.66,333.76,1.08,1
-106,20.005,0.7005,607.47,13.66,334.75,1.07,1
-147,20.005,0.702,607.2,13.65,335.34,1.08,1
-140,20,0.7014,607.41,13.65,334.65,1.08,1
-135,20.003,0.7011,607.39,13.65,334.91,1.08,1
-121,19.999,0.7,606.82,13.65,334.78,1.08,1
-101,20.003,0.7007,607.32,13.66,334.45,1.08,1
-85,20.002,0.7,607.26,13.65,334.59,1.08,1
-81,20.006,0.7,607.24,13.65,334.55,1.08,1
-77,20.006,0.7,607.14,13.66,335.41,1.08,1
-59,20.004,0.7004,607.91,13.66,334.44,1.08,1
-356,20.002,0.7,607.11,13.65,334.75,1.08,1
-352,19.999,0.7,607.26,13.65,334.22,1.08,1
-346,20.003,0.7,606.76,13.65,334.92,1.08,1
-342,19.999,0.7,607,13.65,333.98,1.08,1
-337,20.002,0.7004,607.71,13.66,335.88,1.08,1
-336,20.002,0.7,607.08,13.65,335.23,1.08,1
-333,20,0.7016,607.54,13.65,334.96,1.08,1
-292,19.999,0.7,607.36,13.65,335.01,1.08,1
-290,20.004,0.7003,608.01,13.65,335.01,1.08,1
-281,20.005,0.7,607.1,13.65,335.29,1.08,1
-271,20.003,0.7,607.12,13.65,335.23,1.08,1
-270,20.004,0.7,607.39,13.65,335.24,1.08,1
