-141,10.005,0.2501,605.02,15.49,394.9,1.26,1
-127,9.9988,0.25,605.3,15.49,394.98,1.26,1
-126,9.9987,0.25,604.48,15.49,394.31,1.26,1
-124,10.007,0.2507,604.23,15.49,394.73,1.26,1
-106,10.002,0.2504,604.39,15.49,394.84,1.26,1
-104,9.9992,0.2519,604.14,15.49,394.56,1.26,1
-99,10.007,0.25,604.14,15.49,394.27,1.26,1
-96,9.9983,0.2507,604.8,15.49,394.58,1.26,1
-93,10,0.2515,605.48,15.49,394.72,1.26,1
-85,10.001,0.25,604.84,15.49,394.95,1.26,1
-38,10.002,0.2508,604.96,15.5,394.09,1.26,1
-34,10.002,0.25,605.59,15.49,393.2,1.26,1
-11,9.9987,0.25,605.04,15.49,393.58,1.26,1
-23,9.9983,0.25,604.79,15.49,393.93,1.26,1
-141,10.002,0.2508,604.79,15.49,394.7,1.26,1
-133,10.008,0.2518,604.74,15.5,394.54,1.26,1
-132,10.005,0.2512,604.54,15.49,395.02,1.26,1
-129,9.9986,0.2511,604.79,15.49,394.45,1.26,1
-123,10.001,0.2519,605.11,15.49,395.12,1.26,1
-120,10.001,0.25,604.55,15.49,395.13,1.26,1
-102,10.006,0.25,604.92,15.49,394.93,1.26,1
-98,9.9986,0.2518,604.26,15.49,394.32,1.26,1
-91,10.001,0.25,605.13,15.49,394.51,1.26,1
-90,10.001,0.25,604.98,15.49,393.99,1.26,1
-89,10.001,0.2505,605.03,15.49,394.09,1.26,1
-80,10.006,0.25,605.08,15.49,393.89,1.26,1
-72,10.001,0.2519,604.95,15.49,394.82,1.26,1
-68,10.003,0.25,604.69,15.49,394.6,1.26,1
-244,10.002,0.2508,605.23,15.49,395.27,1.26,1
-236,10.008,0.2518,604.57,15.49,394.65,1.26,1
-235,10.005,0.2512,604.19,15.49,394.59,1.26,1
-232,9.9986,0.2511,604.99,15.49,394.95,1.26,1
-226,10.001,0.2519,604.91,15.49,394.39,1.26,1
-223,10.001,0.25,604.04,15.49,393.75,1.26,1
-205,10.006,0.25,604.65,15.49,394.06,1.26,1
-201,9.9986,0.2518,605.38,15.49,394.54,1.26,1
-194,10.001,0.25,604.83,15.49,394.52,1.26,1
-193,10.001,0.25,605.07,15.49,394.75,1.26,1
-192,10.001,0.2505,605.08,15.49,394.61,1.26,1
-183,10.006,0.25,604,15.49,394.27,1.26,1
-175,10.001,0.2519,605.03,15.49,394.83,1.26,1
-171,10.003,0.25,604.41,15.49,394.76,1.26,1
-164,9.9996,0.25,604.19,15.49,395.09,1.26,1
-163,10.008,0.25,604.35,15.49,393.53,1.26,1
-159,10.005,0.25,604.69,15.49,394.18,1.26,1
-157,9.9987,0.25,604.71,15.5,394.6,1.26,1
-148,10.007,0.2504,604.41,15.49,394.65,1.26,1
-146,10.007,0.2519,604.34,15.49,394.47,1.26,1
-144,10.005,0.25,604.67,15.49,394.31,1.26,1
-53,10.005,0.25,604.6,15.49,394.02,1.26,1
-43,10.007,0.2519,604.34,15.49,394.75,1.26,1
-37,10.006,0.2517,603.97,15.49,394.88,1.26,1
-32,10.007,0.2513,604.07,15.49,395.29,1.26,1
-29,10.008,0.25,604.32,15.49,394.97,1.26,1
-81,10.006,0.25,604.04,15.49,395.24,1.26,1
-76,10,0.2504,603.97,15.49,395.41,1.26,1
-75,10.005,0.25,604.45,15.49,395.08,1.26,1
-72,10.005,0.2511,604.6,15.49,394.43,1.26,1
-70,9.9992,0.25,604.89,15.49,394.13,1.26,1
-66,10.002,0.2511,604.25,15.49,394.61,1.26,1
-63,10.004,0.2514,603.8,15.49,394.92,1.26,1
-62,10.007,0.25,604.32,15.49,395.2,1.26,1
-48,9.9991,0.25,604.43,15.49,394.5,1.26,1
-41,10.008,0.25,604.45,15.49,395.21,1.26,1
-89,10.006,0.2516,604.49,15.49,395.18,1.26,1
-82,10.008,0.2517,604.29,15.49,394.81,1.26,1
-81,10.006,0.25,604.1,15.49,394.87,1.26,1
-66,10.006,0.25,603.96,15.49,394.94,1.26,1
-65,10.003,0.251,604.48,15.49,394.44,1.26,1
-53,10.004,0.25,604.56,15.49,394.29,1.26,1
-48,10.005,0.2509,604.29,15.49,395.3,1.26,1
-43,9.9999,0.25,604.28,15.49,394.23,1.26,1
-50,10.007,0.2504,604.94,15.49,394.96,1.26,1
-16,10.001,0.25,604.9,15.49,395.31,1.26,1
-280,10.007,0.2514,603.89,15.49,394.35,1.26,1
-279,10.004,0.25,604.35,15.49,394.95,1.26,1
-276,10.005,0.25,604.54,15.49,395,1.26,1
-274,10.002,0.25,604.73,15.49,395.72,1.26,1
-267,10.007,0.25,604.59,15.49,394.82,1.26,1
-263,10.003,0.25,603.75,15.49,395.34,1.26,1
-256,9.9988,0.2518,604.21,15.49,395.27,1.26,1
-253,10.002,0.2518,604.64,15.49,394.87,1.26,1
-250,10.008,0.2508,604.02,15.49,394.94,1.26,1
-230,10.004,0.252,603.97,15.49,393.97,1.26,1
-226,10.004,0.25,604.57,15.49,395.26,1.26,1
-225,10.002,0.25,604.46,15.49,395.35,1.26,1
-217,9.9984,0.25,603.93,15.49,395.27,1.26,1
-213,9.9984,0.25,604.78,15.49,395.12,1.26,1
-210,10,0.25,604.25,15.49,394.76,1.26,1
-199,10.007,0.25,604.42,15.49,395.51,1.26,1
-196,10.005,0.25,604.21,15.49,394.74,1.26,1
-194,10.001,0.25,603.81,15.49,395.42,1.26,1
-177,10.001,0.25,604.47,15.49,394.93,1.26,1
-175,10.001,0.2519,604.49,15.49,394.84,1.26,1
-166,10.004,0.25,604.72,15.49,395.14,1.26,1
-162,10.005,0.2507,604.03,15.49,395.43,1.26,1
-159,10.008,0.25,604.51,15.49,395.54,1.26,1
-153,10.004,0.25,604.52,15.49,394.39,1.26,1
-39,9.9985,0.25,604.68,15.49,394.72,1.26,1
-29,10.001,0.2507,605.11,15.49,394.33,1.26,1
-20,9.9994,0.25,605.11,15.49,394.19,1.26,1
-19,10,0.25,604.9,15.49,394,1.26,1
-141,10.002,0.2505,604.32,15.49,395.1,1.26,1
-138,10.006,0.2506,603.87,15.49,395.37,1.26,1
-136,10.002,0.25,604.46,15.49,395.13,1.26,1
-112,9.999,0.2501,604.35,15.49,395.47,1.26,1
-102,10.008,0.2518,604.19,15.49,394.9,1.26,1
-93,10.006,0.2501,604.18,15.49,394.53,1.26,1
-87,9.9998,0.25,604.27,15.49,394.71,1.26,1
-83,10.002,0.2504,604.27,15.49,394.73,1.26,1
-72,10.008,0.25,604.65,15.49,395.3,1.26,1
-67,10.006,0.25,604.33,15.49,395.37,1.26,1
-20,10.003,0.2506,604.54,15.49,393.71,1.26,1
-55,10.002,0.25,604.83,15.49,394.13,1.26,1
-48,9.9991,0.25,605.12,15.49,394.24,1.26,1
-45,10.004,0.25,605.15,15.49,394.08,1.26,1
-43,9.9999,0.2503,604.58,15.5,394.38,1.26,1
-41,9.9982,0.2507,605.06,15.5,394.24,1.26,1
-37,10.006,0.2503,604.48,15.5,394.53,1.26,1
-162,10.004,0.25,604.44,15.5,394.17,1.26,1
-148,9.9982,0.2517,604.88,15.5,394.63,1.26,1
-147,10.004,0.25,604.82,15.5,394.79,1.26,1
-130,10.007,0.25,605.54,15.49,394.26,1.26,1
-127,10.006,0.2513,605.06,15.49,394.2,1.26,1
-121,9.9999,0.25,604.36,15.49,394.33,1.26,1
-115,10.001,0.25,604.75,15.49,394.54,1.26,1
-102,10.007,0.25,605.71,15.49,393.84,1.26,1
-101,9.999,0.25,605.53,15.49,393.94,1.26,1
-98,10.007,0.25,604.57,15.49,393.8,1.26,1
-73,10.001,0.2511,605.63,15.49,394.29,1.26,1
-62,10.002,0.25,604.92,15.49,394.71,1.26,1
-118,10.004,0.25,604.68,15.49,394.54,1.26,1
-103,10,0.25,604.59,15.5,395.06,1.26,1
-92,10.004,0.2519,604.42,15.49,394.8,1.26,1
-90,10.004,0.25,605.02,15.49,395.03,1.26,1
-88,10.002,0.2502,605.1,15.49,394.56,1.26,1
